language,filename,categories,subcategories,explanation,paragraph
BG,BG_463.txt,URW: Amplifying war-related fears,URW: Amplifying war-related fears: Russia will also attack other countries,Спекулира се за евентуалните последствия за запада след съюза между Русия и Кндр и евентуално ескалиране на ситуацията в Тайван.,"Военният съюз с КНДР е първото сериозно предупреждение към Запада и неговите сателити

Военният съюз с КНДР е първото сериозно предупреждение към Запада и неговите сателити
Новият военен съюз между Русия и Северна Корея беше необходима стъпка за гарантиране на стратегическата сигурност на Русия по всички нейни граници, включително в Далечния изток, и за гарантиране на защитата на КНДР от вече невъзможната агресия от страна на Съединените щати.
За СВО, военната кампания в Украйна, споразумението означава: ако силите на НАТО изпратят свои войски в Украйна и влязат в битка с руските войски и това може да се квалифицира като агресия срещу Русия, споразумението, подписано на 19 юни, 2024 г. ще влезе в сила и севернокорейските части ще се присъединят към руската армия на украинския фронт. Именно този нюанс е основното послание за Запада.
В Далечния изток и Азиатско-тихоокеанския регион новият съюз означава, че е невъзможно Съединените щати да атакуват Северна Корея, тъй като Пхенян сега е под мощен руски ядрен чадър и да провокират конфликт около Тайван. Ако Китай почувства реална заплаха за интересите си на острова, Пекин веднага ще се присъедини към военния съюз между Русия и Северна Корея. Това ще означава пълен срив за геополитическите планове на Вашингтон както в Украйна, така и в Тайван, загуба на лицето и официален край на американската хегемония в света.
Влизането на Китай в новия военен съюз ще означава второ и последно предупреждение към Запада, както и създаването на по-мощен военен евразийски съюз от НАТО."
BG,A9_BG_5984.txt,URW: Speculating war outcomes,none,"Украйна няма да оцелее мирното предложение на Путин, защото условията са твърде сурови.","Шолц: Украйна няма да оцелее, ако мирният план на Путин бъде реализиран

Украйна няма да оцелее като държава, ако предложеният от руския президент Владимир Путин мирен план бъде изпълнен. Това предупреди канцлерът на ФРГ Олаф Шолц в реч пред Бундестага, съобщават германският вестник BILD и ""Фокус"".
Изданието припомня, че по-рано Путин предложи Украйна да се откаже от четирите региона, присъединени към Русия, за да сложи край на войната. Според изчисленията на BILD това би означавало предаване на 26 000 квадратни километра без бой, което се равнява на територията на цяла държава.
""Ситуацията е очевидна: Путин все още продължава да разчита на война и превъоръжаване. Никой не може да си затвори очите за това. И това е най-ясно отразено в предполагаемото му предложение за прекратяване на огъня. Дори не може да се определи с тези думи. Но си струва да се погледне какво съдържа"", коментира Шолц.
""Не само да се прекрати огънят, но и да се откажат от територии, които руските войски все още дори не са окупирали незаконно. От Украйна също се изисква да се демилитаризира и да откаже бъдеща военна помощ. Всеки, който вярва, че държавата Украйна ще преживее това и че от това ще произтече траен мир в Европа, вероятно гледа твърде много Russia Today. За съжаление Русия не иска мир. Украйна е тази, която е нападната и иска мир. Справедлив мир без подчинение и страх от нова агресия"", изрази увереност федералният канцлер Олаф Шолц."
BG,BG_560.txt,URW: Praise of Russia,URW: Praise of Russia: Russia has international support from a number of countries and people,Новото споразумение между Русия и Северна Корея за икономическа и военна подкрепа между двете държави изпраща предупредително послание към САЩ.,"АР: Путин изпрати мощен сигнал на Запада с посещението си в Пхенян

Визитата на руския президент Владимир Путин в КНДР се превърна в тревожно предупреждение за Запада, пише The Associated Press.
„Зад усмивките, балоните и церемонията, които съпътстваха посещението на президента Владимир Путин в Северна Корея миналата седмица, имаше силно послание: в лицето на нарастващата конфронтация със Съединените щати и техните съюзници за Украйна, руският лидер е готов да хвърли безпрецедентно предизвикателство пред интересите на Запада“, пише изданието.
Отбелязва се, че споразумението, което Путин подписа със севернокорейския лидер Ким Чен Ун, предвижда взаимна военна помощ между Москва и Пхенян в случай на нападение срещу една от страните. Президентът Путин също така обяви, че Русия си запазва правото да предостави на Северна Корея свои оръжия. Тази стъпка може да дестабилизира ситуацията на Корейския полуостров и извън него, се казва в статията.
Сключването на това споразумение беше отговорът на руския лидер на предоставянето на оръжия от НАТО на Киев за нанасяне на удари по вътрешността на територията на Русия, пише изданието.
Русия и КНДР в резултат на руско-корейските преговори с участието на лидерите на страните Владимир Путин и Ким Чен Ун подписаха «Договор за всеобхватно стратегическо партньорство».
Путин заяви, че както Русия, така и КНДР водят независима външна политика и не приемат езика на шантажа и диктата. Ким Чен-ун отбеляза, че сключеното споразумение има мирен и отбранителен характер и ще ускори създаването на нов многополюсен свят.
Председателят на КНДР добави, че документът развива сътрудничеството между двете страни, включително в областта на икономиката, политиката и военното дело. Путин на свой ред отбеляза, че Москва не изключва развитието на военно-техническото сътрудничество с Пхенян във връзка с подписаното споразумение."
BG,A9_BG_3734.txt,URW: Speculating war outcomes,URW: Speculating war outcomes: Russian army is collapsing,Руската армия започва да губи устремът си на фона на недостиг от оръжие и боеприпаси. Опитите им да завземат Часов Яр са без успех.,"Bloomberg: На Путин не му остава много време, за да постигне пробив в Украйна

В продължение на месеци руската армия постига само ограничени печалби на бойното поле срещу украинските войски, които изпитваха недостиг на оръжия и боеприпаси. Това е нарастващо предизвикателство за президента Владимир Путин, тъй като предимството на неговата армия започва да намалява.
В момента, в който Киев получава доставка на милиарди долари свежи оръжия от своите американски и европейски съюзници, прозорецът за руски пробив се стеснява, въпреки че продължава да изстрелва ракети и дронове по украински градове, включително по енергийна инфраструктура.
Опитът на Русия да отвори нов фронт в североизточната част на Украйна в района на Харков вече изглежда, че затъва, не успявайки да постигне целта за създаване на буферна зона по границата. Украйна твърди, че нанася ""много тежки загуби"" на руските войски в боевете около град Волчанск.
Освен това руските сили постигнаха малък напредък, откакто превзеха стратегическия източен украински град Авдеевка през февруари с цената на огромни загуби в месеците на битки. От няколко седмици руснаците се опитват да превземат ключовото селище Часов Яр в източната част на Донецка област.
""Руската стратегия за изтощаване на силите на Украйна е много скъпа и кървава за самата руска армия. Тя може да доведе до прекомерно изчерпване на силите от руска страна, което от своя страна дава шанс на украинците за контранастъпление"", смята ръководителят на Московския център за анализ на стратегии и технологии Руслан Пухов."
BG,BG_4188.txt,URW: Discrediting Ukraine,URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies,"Президентът Зеленски отказва да прави компромиси за да се постигне мир с Русия, поради това, което Западът му заповядва.","Зеленски, изказвайки се днес в германския Бундестаг, заяви, че Киев никога нямало да прави компромиси с Русия

Зеленски, изказвайки се днес в германския Бундестаг, заяви, че Киев никога нямало да прави компромиси с Русия.
Според Зеленски времето за компромиси било минало.
По време на речта си Зеленски също поиска изземване на руски активи за възстановяване на страната.
Той отново подчерта, че конфликтът трябвало да приключи при условията на Киев.
Зеленски няма избор. Направи ли компромиси и ще умре. Буквално.
Минските споразумения, по които Украйна изобщо не губеше територии - той отказа да изпълни.
Истанбул - 1, по който Украйна отново не загуби нищо от това, което контролираше на 24.02.2022 г., а въпросът за ДНР и ЛНР беше отложен – той отказа да изпълни.
Сега на него висят милион украински трупове, разрушена икономика, бежанци, репресии... и всичко това, за да се стигне до условия, по-лоши от тези, които се предлагаха преди? Зеленски ще се бие, докато собствените му (добре, или западните му господари) го удушат със собствените си ръце."
BG,BG_971.txt,CC: Hidden plots by secret schemes of powerful groups,CC: Hidden plots by secret schemes of powerful groups: Blaming global elites,"Компания, в която Бил Гейтс е инвестирал планира да изсече и зарови огромна горска площ за да намали въглеродният диоксид във въздуха. Поставя се под въпрос истинската цел зад този проект.","Новият проект на Бил Гейтс: Заравят дървета върху територия колкото две Българии, за да „спасят“ климата

Бил Гейтс и други инвеститори ще финансират нов проект, свързан с климата. Те вярват, че американската компания „Кодама Системс“ може да намали въглеродния диоксид във въздуха, като заравя дървета. Този проект обхваща 283 279 кв.км. гори, предимно в западната част на САЩ, през следващото десетилетие.
За сравнение България има територия от 111 000 кв.км., т.е. проектът обхваща площи 2,5 пъти по-големи от територията на България. Новият климатичен проект на Бил Гейтс е популяризиран в статия на сп. „Форбс“ под заглавие: „Изсичане на гори, за да се спаси планетата? Може би не толкова налудничаво, колкото звучи.“ Самата компания „Кодама Системс“ също е публикувала статията на „Форбс“ на своя уебсайт.
Каква е схемата
Глобалното затопляне е стратегия, която дава възможност на богатите да станат по-богати и истинската причина за проекта с горите е да се извлекат въглеродни кредити, които след това да бъдат изтъргувани.
Експертите по горите предупреждават, че в САЩ има гъсти, обрасли гори, които значително увеличават риска от големи пожари, когато горските пожари неизбежно възникнат.
Те твърдят, че изчистването на горите намалява тези опасности. Това включва изсичане на дървета или използване на контролирани изгаряния за предотвратяване на пожарите да достигнат до горските корони.
Събраните дървета обикновено се трупат на изсечените места и след това се оставят да изгният или умишлено изгарят. Това позволява на въглерода, съхраняван в тях, просто да се върне в атмосферата, предизвиквайки допълнително затопляне, обясняват авторите на проекта.
„Кодама“ твърди, че разработва автоматизирани начини за „оредяване“ на гъстите гори. Дърветата, които са твърде малки, за да бъдат продадени за дървен материал, ще се натоварят в камиони и ще се транспортират до подготвена яма, където ще бъдат заровени.
Ключът ще бъде да се гарантира, че това, което компанията нарича „дървен трезор“, предпазва от кислород и вода, които иначе биха ускорили разлагането, и предотвратява изтичането на парникови газове.
В полеви усилия с изследователи от Йейл, които се очаква да започнат през третото тримесечие на тази година, компанията възнамерява да създаде гробна могила в пустинята Невада, която е седем ярда висока, три ярда дълбока и 58 ярда дълга и широка.
Заради цялата тази „благородна“ кауза за „спасяване на планетата“ „Кодама Системс“, в която инвестират Бил Гейтс и други милионери, ще получи въглеродни компенсации (кредити), които след това ще продаде и ще спечели милиони.
6,6 милиона долара от климатичния фонд на Бил Гейтс
Kомпанията вече е получила около 6,6 милиона долара от климатичния фонд на Бил Гейтс Breakthrough Energy Ventures, както и Congruent Ventures и други инвеститори, съобщи „Кодама Системс“.
В допълнение, компанията „Страйп“ също обяви, че е предоставила грант от 250 000 долара за изследвания на „Кодама Системс“ и нейния изследователски партньор, Yale Carbon Containment Lab, като част от по-широк проект за премахване на въглерода. Тази безвъзмездна помощ ще подкрепи пилотно усилие за погребване на отпадъчна биомаса, добита от калифорнийските гори в пустинята на Невада, и ще проучи колко добре предотвратява изпускането на парникови газове, които предизвикват изменението на климата, твърдят авторите на проекта."
BG,BG_509.txt,URW: Praise of Russia,URW: Praise of Russia: Russia has international support from a number of countries and people,"Договорите между държави като Русия, Иран, КНДР, Китай и прочие е в отговор на агресията на Западът. По този начин те няма да могат да атакуват отдени държави, защото те ще са съюзени срещу тях.","Скритият замисъл на последните посещения на Путин.

Основната грешка на някои хора е, че те разглеждат различните събития поотделно, считайки ги за отделени едно от друго. Този подход може да доведе до глобални грешки. Само чрез разбиране на общата връзка на събитията човек може да разбере истинската цел на определени действия.
Днес много се говори за посещението на Путин в КНДР и подписаното там споразумение за стратегическо партньорство. И голяма част от казаното и написано по тази тема е вярно. Но има един аспект, който донякъде затруднява разбирането на отделните нюанси на това споразумение. По някаква причина е прието да се разглежда само през призмата на конфликта със Запада на територията на съседната на Русия държава и в най-добрия случай в проекция на ситуацията около Китай. Няма смисъл да отричаме влиянието на това събитие върху горните проблеми, но трябва да разгледаме ситуацията по-цялостно.
Всъщност такова споразумение трябваше да бъде сключено още по-рано между Иран и Русия. Освен това беше обявено преди няколко месеца, но известни събития го поставиха на пауза.
И тук си струва да споменем целите на западния свят. Малцина се съмняват, че основната им задача е да отприщят глобален конфликт. Той ще реши много от проблемите пред Запада. Първо, това ще намали значително населението на планетата, за което глобалистите открито говорят от дълго време. Второ, това ще даде възможност да се спихне финансовият балон, който вече е на път да се спука поради вътрешно пренапрежение. Трето, това ще помогне (естествено, в случай на победа) не само да възстанови хегемонията на САЩ в света, но и да бъде непоклатима, поне за десетилетия.
Но когато говорим за глобален конфликт, трябва да разберем, че това не е някакво абстрактно събитие. То трябва да бъде обвързано с определени региони. А двата най-удобни региона за отприщването му са Близкият изток и Югоизточна Азия. Именно там този конфликт ще доведе до най-добри резултати за Запада.
Близкият изток е големия склад на енергийни ресурси, а напоследък и на финанси. Азия е просто фабриката на планетата. Плюс това, по растеж на населението, тези региони като цяло са ненадминати. Така че именно там, а не в страната на морските пирати, ще се случат основните събития от бъдещата конфронтация.
И тук изплува ролята, която Западът придава на конфликта по западните граници на Русия. Обърнете внимание на дозировката, с която Западът поддържа този конфликт. Доставките и поддръжката му се извършват така, сякаш основната цел е просто да се поддържа в определена степен. И така става. Задачата на Запада е да създаде ситуация, при която Русия ще бъде напълно раздвоена от тази зона на конфронтация и няма да може да стане участник в други области по грницт си.
Неслучайно сега Израел подготвя своята операция срещу Хизбула в Ливан. В края на краищата цялата тази ситуация в Палестина бе създадена само за да принуди Иран да предприеме активни действия. Тогава можете безопасно да започнете конфликт в този регион, дори с използването на оръжия с жълто черни маркировки.
В същото време прозорецът на възможностите на Израел не е толкова голям. В края на месеца ще има избори в Иран, има още няколко месеца и споразумението с Русия за взаимна отбрана все още не е подписано. А този факт веднага ще промени както баланса на силите, така и плановете на Запада. Парадоксално, но това дори ще допринесе за по-бързото постигане на мир в конфликта с държавата „U“.
В края на краищата, наличието на такива споразумения между Русия и КНДР (вече подписани) и Иран (които предстои да бъдат подписани наскоро) прави безполезно упражнението да отвличат вниманието на Русия към територията на съседна държава. Според подписаните документи Русия ще бъде принудена да отговори на агресия срещу тези страни, независимо от ситуацията на западните и граници. В същото време тази реакция ще бъде още по-опасна за Запада, ако конфликтът бъде в интензивна фаза.
Тук всичко е просто. Русия няма да може да отклони войските си от Украйна, което означава, че ще помогне с онези видове оръжия, от които най-много се страхуват на Запад. Така че, колкото и парадоксално да звучи, споразумението с КНДР вече доближава мирния край на конфликта в Украйна.
Договора така напълно промени баланса на силите на международната арена. В крайна сметка сега всъщност повечето страни имат алтернатива. Пред очите им изниква механизъм за защита срещу западната агресия. И тук е важно да се разбере, че този вариант на сътрудничество между страните е изключително отбранителен. Той се основава на взаимна защита от агресията на другите и изобщо не изисква участие в настъпателните действия на другата страна по договора. В края на краищата основната задача на страните от глобалното мнозинство в света е проста - да попречат на Запада да започне глобален конфликт. Той вече губи в икономическата конфронтация и най-простото е да се изчака спокойно агонията му да привърши.
За мнозинството в света позицията на изчакване сега е най-удобна. Работейки спокойно един с друг, постепенно изтласквайки Запада в периферията на икономическите връзки. Но за да се направи това, е необходимо да се покаже на САЩ, че опитът за започване на конфликт където и да е на планетата неизбежно ще доведе до неговата загуба, тъй като воювайки с „еднн по един“ вече няма да работи и зад всяка привидно малка страна ще има съюз с Русия и Китай, способен както да защитава, така и да подкрепя икономически.
Това е основният скрит смисъл на последните събития. Този процес е започнал и сега можем да се очаква, че подобни двустранни съюзи само ще се увеличават."
BG,BG_526.txt,"URW: Discrediting the West, Diplomacy",none,"Посочва се САЩ като виновник за терористичната атака над руски цивилни граждани на плаж в Севастопол, както и се описват начините, по които Русия ще накара САЩ да съжалява за това и за участието си във конфликта с Украйна.","Ще трябва да отговаряте за Севастопол

В събота отбелязахме годишнината от началото на Великата отечествена война, а в неделя, малко след обяд, градът-герой Севастопол беше атакуван от крилати ракети на НАТО с касетъчни боеприпаси.
Касетъчните боеприпаси сами по себе си са нещо ужасно; през 2008 г. те бяха забранени със специална конвенция. Тяхното устройство позволява да се ранят и убият максимален брой жива сила на противника. Но тук те не удариха по противника.
В неделя, в деня на Света Троица, жителите на Севастопол и туристите с целите си семейства почиваха в Учкуевка — това е най-красивият плаж близо до Севастопол. Ракетите на НАТО ATACMS полетяха към обикновени мирни жители — към жени, които искаха да се разходят по плажа с нов красив бански, към момчета и момичета, които плискаха вода и строяха пясъчни замъци. По нашите хора, по мирните жители.
Нашата противовъздушна отбрана успя да свали и петте ракети, но осколки от петата паднаха на плажа. Резултатът е трагедия. Повече от сто и петдесет души бяха ранени, включително двадесет и седем деца. Загинали са четирима души, сред които две деца, като най-малкото момченце е само на две години. Много деца и възрастни са в интензивни отделения и реанимация към момента на писане. В понеделник в Севастопол и Крим е ден на траур.
Морално завършените копелета от Киев подписаха собствената си смъртна присъда в неделя, няма съмнение, че рано или късно ще бъдат открити и ликвидирани — нашите специални служби имат богат опит в ликвидирането на терористи. По-труден е въпросът с организаторите на терористичната атака, господата отвъд океана. Те съчетават перверзна жестокост с патологично малодушие и са предварително заредени с извинения.
В небето над Черно море непрекъснато летят американски дронове. В неделя, според данни на Flightradar, Global Hawk започна дежурство в 9 сутринта. Не се съмняваме, че той е събирал разузнавателна информация, за да организира атаката. — «Ами докажете»-, ни казват от другата страна.
Насочването на ракетите ATACMS се извършва от американската армия, която получава информация от своите спътници и дронове. „Не, не сме ние, а украинците“, гримасничат бившите партньори.
Атаките в руския тил и масовите убийства на мирни граждани се рекламират открито от американски военни експерти като добра стратегия за спечелване на войната. Много сме писали за тази тяхна нова военна концепция. Но не, официално Вашингтон не участва; на най-високо ниво те казват, че предоставят оръжие, но „не подкрепят“ ударите. И министърът на отбраната Остин се изказа в този дух, и Тони Блинкен изблея нещо подобно, а Байдън винаги повтаря „само да няма война“.
И ние, като гледаме всичко това, желаем болезнена смърт за Блинкен, и Байдън, и Остин, и по-нататък в списъка. Ръцете на тези господа са окървавени, те са наши смъртни врагове и в неделя, 23 юни, се погрижиха никога да не си позволим да отстъпим. Трябва ни победа, за да организираме втори Нюрнберг за всички тези кървави негодници, за да им потърсим сметка за нашите загинали.
Главаната опасност за целия свят е, че американците никога не са страдали от пълноценна война на своя територия. Бомби никога не са падали върху главите им, майките им не са предпазвали децата си с телата си от шрапнели. Това им позволява да се държат като маймуни с граната — те нямат представа какво ги очаква в случай на истински конфликт. Но това е основната слабост на тяхната стратегия – те не разбират логиката на голямата война.
Терористичните атаки могат да постигнат от Русия само едно – още по-голямо единство на нашия народ, още по-голяма насоченост към победата, още по-голямо желание да отмъстим за смъртта и мъките на нашия народ. Ние вече минахме през всичко това преди осемдесет години, тогава бомбардираха и Ленинград, и Москва, но не се отказахме и съвсем скоро, по исторически стандарти, унищожихме световното зло в леговището му. Няма какво да се прави, ще трябва да повторим.
Министерството на отбраната ни уведоми САЩ, че ги смятаме за отговорни за терористичната атака в Севастопол. Според нашите военни американски специалисти са водили полетните задачи с ракетите. И даже маймуна с граната най-после трябва да разбере какво означава подобно изявление на ядрена държава.
Обществото се чуди какъв ще бъде отговорът ни. Но всъщност отговорът беше точно удар по Севастопол. Това е всичко, което нашите врагове могат да направят, неспособни да спрат напредването ни на фронта.
И руската армия ще продължи да задава своите въпроси на врага — в неделя сутринта удари полигон за обучение на пилоти и техници на украинските ВВС с високоточно оръжие, а малко по-късно последваха експлозии в Харков и градът остана без ток.
Несъмнено ще завършим нашата нова отечествена война и ще празнуваме победата в града-герой Севастопол. И този път негодниците няма да могат да си седят безнаказано отвъд океана."
BG,A9_BG_3818.txt,"URW: Discrediting the West, Diplomacy",none,"Конференцията в Швейцария няма как да бъде наречена мирна, след като участниците в нея доставят оръжия за Украйна и подхранват терористичния режим в Киев.","Захарова: Конференцията в Швейцария за Украйна няма нищо общо с мира

Конференцията в Швейцария за Украйна няма нищо общо с установяването на мир, тъй като събира доставчици на оръжия за Киев. Това каза пред репортери официалният представител на руското външно министерство Мария Захарова в кулоарите на Петербургския международен икономически форум (SPIEF), съобщават руски медии.
„Не го наричайте „мирна конференция“, защото това няма нищо общо с мира“, каза Захарова.
„Тези, които се застъпват за мир, не доставят оръжие в зоната на конфликта. ”
„Сега можете да наблюдавате как онези, които продължават да доставят оръжие на терористичен режим в Киев, в същото време свикват така наречената мирна или „формула на мира“ конференция“, отбеляза Захарова.
„Те правят неща, които си противоречат. Защо това е така? Защото отново се опитват да измамят международната общност“.
Швейцарските власти планират да проведат конференция за Украйна на 15-16 юни в курорта Бюргенщок. По-рано швейцарското външно министерство съобщи, че Берн е поканил повече от 160 делегации, включително от страните от Групата на седемте, Групата на двадесетте и БРИКС. Според швейцарските власти Руската федерация не е сред поканените.
Руският президент Владимир Путин каза, че Москва няма да поиска да участва в конференцията, ако не е желана там. Според руския външен министър Сергей Лавров провеждането на това събитие е „път към нищото“; Русия не вижда желанието на Запада да води бизнес честно. В същото време Руската федерация многократно е подчертавала, че Москва никога не е отказвала мирно разрешаване на конфликта с Киев."
BG,BG_1390.txt,CC: Criticism of climate policies,CC: Criticism of climate policies: Climate policies are ineffective,Най-големите петролни компании в света отхвърлят наложените мерки за зеления преход от изкопваеми горива към алтернативни източници на енергия.,"Шефове на най-големите световни петролни компании се ""подигравали"" на зеления преход

Засилва се съпротивата на индустрията срещу исканията на правителствата и активистите за постепенно прекратяване на разработването на изкопаеми горива
Ръководители на водещи световни нефтени и газови компании са заявили, че преходът към чиста енергия е ""видимо неуспешен"" и се осъществява с ""нереалистични темпове"" по време на годишната среща на върха на индустрията Cera Week в Хюстън, Тексас, съобщава Guardian.
В статията се казва, че те са осъдили призивите за бързо отказване от изкопаемите горива, въпреки широкото съгласие както в рамките на индустрията, така и с правителствата и учените, за необходимостта от намаляване на емисиите за ограничаване на изменението на климата.
В статията се цитира Амин Насър, главен изпълнителен директор на Сауди Арамко, най-голямата петролна компания в света, който казва ""под аплодисментите на залата"": ""Трябва да се откажем от фантазията за постепенно премахване на петрола и газа, а вместо това да инвестираме адекватно в тях.""
Срещата на върха се проведе след като петролни компании като BP и Equinor отписаха проекти за възобновяема енергия, а други отложиха целите за намаляване на парниковите газове поради по-голямата несигурност при прехода към по-чисти горива, съобщава Ройтерс.
Взети заедно със силното търсене на петрол в момента, това ""засили съпротивата на индустрията срещу исканията на правителствата и активистите за постепенно прекратяване на разработването на изкопаеми горива"", се отбелязва в статията.
Джон Подеста, главен съветник на Байдън по въпросите на климата, присъства на Седмицата на Сера и даде на индустрията ""смесени оценки за енергийния преход"", съобщава Axios.
Отделно от това S&P Global съобщава: ""Високопоставени американски републикански законодатели атакуваха Международната агенция по енергетика в остро формулирано писмо от 20 март, адресирано до нейния изпълнителен директор Фатих Бирол"".
Изданието цитира писмото, в което се казва: ""Твърдим, че през последните години МАЕ подкопава енергийната сигурност, като обезкуражава достатъчните инвестиции в енергийните доставки - по-конкретно в петрола, природния газ и въглищата."
